name,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,artist
Holy Roller (feat. Sierra Ferrell),Zach Bryan,2023-08-25,216026,72,0.678,0.415,0.404,1.95e-05,0.28,-9.331,0.0393,81.202,4,Zach Bryan
Jake's Piano - Long Island,Zach Bryan,2023-08-25,319195,69,0.782,0.435,0.401,0.000676,0.113,-7.885,0.0434,84.001,4,Zach Bryan
El Dorado,Zach Bryan,2023-08-25,182855,71,0.678,0.351,0.593,5.54e-05,0.117,-5.549,0.0267,92.263,4,Zach Bryan
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-25,227195,94,0.554,0.429,0.453,2e-06,0.102,-7.746,0.0459,77.639,4,Zach Bryan
Tourniquet,Zach Bryan,2023-08-25,189053,84,0.684,0.593,0.397,7.44e-06,0.0982,-8.309,0.0329,76.703,4,Zach Bryan
Spotless (feat. The Lumineers),Zach Bryan,2023-08-25,169467,83,0.409,0.604,0.444,0.0,0.0837,-7.695,0.0698,72.129,4,Zach Bryan
Tradesman,Zach Bryan,2023-08-25,187729,69,0.85,0.533,0.389,0.0012,0.104,-8.428,0.051,76.77,3,Zach Bryan
Smaller Acts,Zach Bryan,2023-08-25,187270,73,0.776,0.595,0.41,4.27e-06,0.224,-5.079,0.0257,83.308,4,Zach Bryan
Oklahoman Son,Zach Bryan,2023-08-25,249452,68,0.819,0.635,0.114,6.35e-06,0.0797,-12.176,0.0522,72.401,1,Zach Bryan
"Country Roads (with Charles Wesley Godwin, Jonathan Peyton & Abigail Peyton) - Live",All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,208860,57,0.251,0.357,0.867,0.0,0.827,-4.253,0.0797,92.293,4,Zach Bryan
Open the Gate - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,252888,57,0.0298,0.314,0.893,1.45e-06,0.893,-4.717,0.0975,154.968,4,Zach Bryan
God Speed - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,254215,57,0.572,0.366,0.699,0.0,0.977,-4.864,0.0413,80.964,4,Zach Bryan
Highway Boys - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,219186,54,0.56,0.442,0.701,0.0,0.939,-5.243,0.0475,82.271,4,Zach Bryan
Condemned - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,190703,54,0.185,0.477,0.942,0.0,0.963,-4.134,0.144,129.055,4,Zach Bryan
Oklahoma City - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,271089,54,0.668,0.451,0.629,0.0,0.696,-6.533,0.053,128.815,4,Zach Bryan
Quittin' Time - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,237366,55,0.209,0.363,0.911,8.3e-05,0.757,-5.521,0.149,159.03,4,Zach Bryan
No Cure - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,172518,53,0.0853,0.345,0.904,0.0,0.765,-4.371,0.137,134.875,4,Zach Bryan
Sweet DeAnn - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,184851,54,0.821,0.416,0.4,0.0,0.807,-8.259,0.0292,82.105,4,Zach Bryan
Heading South - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,208752,55,0.401,0.352,0.839,0.0,0.726,-4.905,0.0663,113.13,4,Zach Bryan
The Good I'll Do - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,201050,53,0.789,0.367,0.494,0.0,0.758,-6.305,0.0407,123.416,4,Zach Bryan
Flying or Crying - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,182363,52,0.379,0.445,0.872,0.0,0.746,-4.011,0.0747,118.777,4,Zach Bryan
From Austin - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,196376,52,0.713,0.348,0.8,6.57e-06,0.858,-4.837,0.0717,120.665,4,Zach Bryan
Traveling Man - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,220462,52,0.651,0.307,0.543,0.0,0.95,-6.147,0.0293,88.168,4,Zach Bryan
'68 Fastback - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,204809,53,0.71,0.34,0.58,0.0,0.33,-6.414,0.0378,182.078,3,Zach Bryan
Snow - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,190441,55,0.837,0.351,0.454,0.0,0.727,-6.146,0.0298,82.812,4,Zach Bryan
Something in the Orange - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,271882,55,0.678,0.228,0.54,1.07e-05,0.877,-5.679,0.031,85.794,1,Zach Bryan
Oklahoma Smokeshow - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,213552,54,0.595,0.424,0.711,0.0,0.801,-5.426,0.0403,126.446,4,Zach Bryan
Billy Stay - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,280564,52,0.306,0.406,0.793,0.0,0.976,-5.397,0.0662,102.407,4,Zach Bryan
Jamie (with Charles Wesley Godwin) - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,212837,52,0.447,0.356,0.459,0.0,0.97,-6.676,0.0276,93.033,4,Zach Bryan
Heavy Eyes - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,233704,52,0.106,0.375,0.909,0.0,0.809,-4.356,0.111,130.23,4,Zach Bryan
"Burn, Burn, Burn - Live",All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,253609,56,0.824,0.395,0.609,0.0,0.742,-6.902,0.0472,88.318,4,Zach Bryan
November Air - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,265560,51,0.863,0.383,0.526,0.0,0.962,-6.84,0.0338,133.988,4,Zach Bryan
Revival - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),2022-12-25,716907,57,0.0772,0.201,0.959,0.000116,0.961,-3.806,0.144,154.467,4,Zach Bryan
Late July,American Heartbreak,2022-05-20,178019,65,0.736,0.532,0.354,0.0,0.11,-8.938,0.0504,151.266,4,Zach Bryan
Something in the Orange - Z&E's Version,American Heartbreak,2022-05-20,254258,67,0.416,0.594,0.382,0.0,0.117,-5.432,0.0292,110.237,4,Zach Bryan
Heavy Eyes,American Heartbreak,2022-05-20,190780,75,0.032,0.471,0.912,0.0,0.343,-3.032,0.0724,139.667,4,Zach Bryan
Mine Again,American Heartbreak,2022-05-20,224187,70,0.0441,0.494,0.653,1.42e-05,0.0898,-6.493,0.0632,153.97,4,Zach Bryan
Happy Instead,American Heartbreak,2022-05-20,249159,62,0.582,0.499,0.575,0.0,0.206,-3.977,0.0298,91.317,4,Zach Bryan
Right Now the Best,American Heartbreak,2022-05-20,190032,60,0.668,0.494,0.584,0.0,0.279,-2.478,0.0315,114.091,4,Zach Bryan
The Outskirts,American Heartbreak,2022-05-20,198121,61,0.737,0.473,0.536,0.0,0.156,-4.139,0.046,140.805,4,Zach Bryan
Younger Years,American Heartbreak,2022-05-20,205224,62,0.291,0.357,0.741,0.00011,0.149,-4.522,0.135,169.541,4,Zach Bryan
Cold Damn Vampires,American Heartbreak,2022-05-20,292027,64,0.732,0.423,0.415,1.14e-06,0.117,-7.104,0.0314,143.206,4,Zach Bryan
Tishomingo,American Heartbreak,2022-05-20,188882,73,0.309,0.56,0.576,2.08e-05,0.0988,-6.92,0.03,133.491,4,Zach Bryan
She's Alright,American Heartbreak,2022-05-20,229061,67,0.665,0.406,0.439,2.46e-06,0.69,-8.129,0.0494,148.181,4,Zach Bryan
You Are My Sunshine,American Heartbreak,2022-05-20,177867,59,0.711,0.544,0.328,3.4e-05,0.14,-12.303,0.0454,97.372,4,Zach Bryan
Darling,American Heartbreak,2022-05-20,237818,63,0.454,0.405,0.283,0.0,0.112,-7.218,0.0378,172.746,4,Zach Bryan
Ninth Cloud,American Heartbreak,2022-05-20,203845,59,0.0816,0.53,0.752,0.0,0.152,-4.163,0.0495,110.407,4,Zach Bryan
Oklahoma City,American Heartbreak,2022-05-20,240535,64,0.398,0.578,0.448,0.0,0.13,-6.265,0.0358,120.67,4,Zach Bryan
Sun to Me,American Heartbreak,2022-05-20,163031,83,0.593,0.505,0.27,0.0,0.133,-9.165,0.0333,98.721,4,Zach Bryan
Highway Boys,American Heartbreak,2022-05-20,220035,69,0.125,0.484,0.362,1.39e-05,0.103,-8.989,0.05,153.911,4,Zach Bryan
Whiskey Fever,American Heartbreak,2022-05-20,212711,64,0.369,0.501,0.811,0.0,0.372,-4.313,0.0834,83.695,4,Zach Bryan
Billy Stay,American Heartbreak,2022-05-20,316507,60,0.523,0.556,0.435,1.19e-06,0.108,-5.148,0.0272,91.939,4,Zach Bryan
Sober Side of Sorry,American Heartbreak,2022-05-20,213015,61,0.00345,0.634,0.646,5.75e-06,0.123,-4.782,0.0291,117.386,4,Zach Bryan
High Beams,American Heartbreak,2022-05-20,200934,57,0.0216,0.529,0.663,1.05e-05,0.112,-4.761,0.0384,150.857,4,Zach Bryan
The Good I'll Do,American Heartbreak,2022-05-20,211315,77,0.82,0.434,0.215,0.0,0.456,-8.478,0.0417,118.152,4,Zach Bryan
Someday (Maggie's),American Heartbreak,2022-05-20,265579,64,0.708,0.4,0.363,0.0,0.161,-7.049,0.0364,109.065,4,Zach Bryan
Poems and Closing Time,American Heartbreak,2022-05-20,161201,67,0.233,0.65,0.585,0.0,0.11,-6.225,0.0391,127.84,4,Zach Bryan
From Austin,American Heartbreak,2022-05-20,207453,81,0.633,0.5,0.485,1.26e-06,0.107,-7.94,0.0422,109.755,4,Zach Bryan
If She Wants a Cowboy,American Heartbreak,2022-05-20,192293,67,0.0201,0.553,0.823,0.0,0.111,-3.194,0.0689,133.781,4,Zach Bryan
Corinthians (Proctor's),American Heartbreak,2022-05-20,231187,59,0.47,0.58,0.45,0.0,0.154,-5.475,0.0483,94.483,4,Zach Bryan
Open the Gate,American Heartbreak,2022-05-20,234771,69,0.00779,0.427,0.606,3.8e-05,0.0917,-5.014,0.0349,148.977,4,Zach Bryan
Half Grown,American Heartbreak,2022-05-20,207187,59,0.754,0.527,0.114,2.18e-06,0.131,-12.912,0.0385,74.004,4,Zach Bryan
No Cure,American Heartbreak,2022-05-20,161769,65,0.0393,0.524,0.736,1.81e-06,0.202,-3.683,0.0493,122.215,4,Zach Bryan
'68 Fastback,American Heartbreak,2022-05-20,193127,66,0.749,0.366,0.276,2.91e-06,0.274,-7.201,0.0312,162.051,3,Zach Bryan
Blue,American Heartbreak,2022-05-20,218679,68,0.408,0.597,0.469,0.000277,0.135,-6.838,0.0276,139.422,4,Zach Bryan
Morning Time,American Heartbreak,2022-05-20,225969,59,0.693,0.567,0.293,0.0,0.0701,-8.054,0.0333,79.978,4,Zach Bryan
This Road I Know,American Heartbreak,2022-05-20,204491,58,0.807,0.397,0.279,0.0113,0.197,-16.974,0.0649,87.955,1,Zach Bryan
Come as You Are,Elisabeth,2020-05-08,285885,61,0.895,0.602,0.19,0.0,0.0986,-7.236,0.0346,81.538,4,Zach Bryan
From a Lover's Point of View,Elisabeth,2020-05-08,184500,68,0.882,0.676,0.1,5.47e-06,0.142,-13.527,0.0519,77.99,4,Zach Bryan
Driving,Elisabeth,2020-05-08,203579,57,0.855,0.685,0.0994,0.0,0.119,-9.168,0.0523,98.676,4,Zach Bryan
Heading South,Elisabeth,2020-05-08,210304,55,0.808,0.617,0.378,2.33e-05,0.179,-7.108,0.0662,98.299,4,Zach Bryan
Cold Blooded,Elisabeth,2020-05-08,205273,56,0.859,0.595,0.0841,2.1e-06,0.297,-9.638,0.0358,78.449,4,Zach Bryan
Mine,Elisabeth,2020-05-08,178151,60,0.835,0.549,0.164,4.9e-05,0.125,-12.022,0.0414,80.055,3,Zach Bryan
Leaving,Elisabeth,2020-05-08,207103,69,0.864,0.561,0.179,1.61e-05,0.11,-11.776,0.0373,67.713,3,Zach Bryan
Codeine Pills - Part One,Elisabeth,2020-05-08,196179,58,0.572,0.716,0.306,0.0,0.11,-5.454,0.112,79.522,4,Zach Bryan
Anita - Part Two,Elisabeth,2020-05-08,223654,1,0.875,0.477,0.127,0.0,0.226,-10.803,0.0442,73.978,4,Zach Bryan
Hopefully,Elisabeth,2020-05-08,237822,55,0.881,0.577,0.176,0.000105,0.1,-10.376,0.0428,83.154,4,Zach Bryan
Messed up Kid,Elisabeth,2020-05-08,259971,60,0.771,0.617,0.145,2.7e-05,0.0678,-11.107,0.0383,138.843,4,Zach Bryan
Loom,Elisabeth,2020-05-08,163531,71,0.85,0.614,0.218,0.00022,0.337,-15.13,0.0652,114.349,4,Zach Bryan
Me and Mine,Elisabeth,2020-05-08,189482,55,0.776,0.627,0.278,0.000367,0.0901,-10.394,0.0462,84.432,4,Zach Bryan
Old Man,Elisabeth,2020-05-08,241788,55,0.717,0.637,0.0973,4.82e-06,0.291,-12.311,0.0328,55.672,4,Zach Bryan
A Boy Like You,Elisabeth,2020-05-08,288374,60,0.857,0.394,0.193,4.66e-05,0.106,-13.636,0.0413,81.212,4,Zach Bryan
Elisabeth,Elisabeth,2020-05-08,199649,1,0.858,0.515,0.152,0.0,0.111,-9.882,0.0531,84.646,3,Zach Bryan
Washington Lilacs,Elisabeth,2020-05-08,167997,67,0.814,0.539,0.278,0.0,0.102,-9.729,0.0307,75.897,4,Zach Bryan
Revival,Elisabeth,2020-05-08,221250,83,0.772,0.464,0.366,1.58e-05,0.0949,-9.025,0.047,78.846,4,Zach Bryan
Flying or Crying,DeAnn,2019-08-24,169961,70,0.803,0.717,0.168,0.0,0.0826,-12.82,0.0353,103.767,4,Zach Bryan
Hope Again,DeAnn,2019-08-24,181228,61,0.809,0.564,0.122,0.0,0.0832,-12.763,0.0317,87.696,4,Zach Bryan
God Speed,DeAnn,2019-08-24,253359,74,0.869,0.583,0.0819,0.0,0.103,-15.249,0.04,79.385,4,Zach Bryan
Don't Give up on Me,DeAnn,2019-08-24,203359,69,0.775,0.586,0.185,3.19e-05,0.115,-13.287,0.033,81.127,4,Zach Bryan
Doing Fine,DeAnn,2019-08-24,184163,58,0.829,0.653,0.175,0.0,0.197,-13.559,0.0366,84.418,4,Zach Bryan
Letting Someone Go,DeAnn,2019-08-24,239761,73,0.811,0.543,0.117,0.0,0.147,-15.153,0.0389,83.607,4,Zach Bryan
Shivers Down Spines,DeAnn,2019-08-24,180337,57,0.856,0.642,0.0484,0.0,0.106,-14.786,0.0435,53.577,4,Zach Bryan
Snow,DeAnn,2019-08-24,178573,74,0.806,0.557,0.0736,0.0,0.099,-15.741,0.0568,155.294,4,Zach Bryan
Man Thats Never Known You,DeAnn,2019-08-24,185514,60,0.906,0.667,0.0598,0.0,0.101,-14.978,0.049,78.672,4,Zach Bryan
Moon in Oklahoma,DeAnn,2019-08-24,179761,58,0.883,0.665,0.0812,2.03e-06,0.0843,-15.459,0.0448,79.483,4,Zach Bryan
Condemned,DeAnn,2019-08-24,174673,81,0.831,0.616,0.15,0.0,0.203,-13.517,0.119,126.462,4,Zach Bryan
Sweet DeAnn,DeAnn,2019-08-24,204906,61,0.789,0.542,0.174,7.57e-06,0.102,-14.047,0.0636,99.252,5,Zach Bryan
